,0,1,2,3,4,5,6,7,8,9
0,0.03916377168172895,0.05580987561481377,0.06439671713138673,0.06918944722791323,0.0718328014710394,0.07357865092446432,0.07452426857294281,0.07491812071486216,0.07521338358136952,0.07551649987981265
1,0.06821731613818076,0.10161841776089169,0.12151657923982782,0.13417399772552152,0.14254659077030749,0.14798661563500815,0.15179263852358768,0.15438080518213382,0.15612149090871427,0.15757182257731078
2,0.08145206446672425,0.12283107724618313,0.14881308945208016,0.16648332604115795,0.17873863505316862,0.1875996346681673,0.1942645964563626,0.19876615594331246,0.20250642401385407,0.20508347155760584
3,0.08789000488823391,0.13321004847095497,0.1625519294965346,0.18312167179312241,0.19794283159016704,0.20914595718674395,0.2173801287649973,0.22375458798813644,0.22863343820728668,0.23237483789900462
4,0.09118648409180025,0.13860545081444964,0.16990232479844833,0.19223716811184574,0.20880584777336247,0.2213958698703984,0.23111159223924155,0.2388492171780371,0.24465002097006455,0.24953139262072796
5,0.09287072687991647,0.14145521735874633,0.17400967153836497,0.19758516629445572,0.2153929552783522,0.22898455318150313,0.2398174535618689,0.2483124672826291,0.2550950968198713,0.260365138208953
6,0.093672661392104,0.14293610340145543,0.1763515548976326,0.200797220605903,0.21946069078858235,0.2338599589655677,0.24541779698958185,0.2544763228569257,0.26201508982071436,0.26802022491125915
7,0.09396655323667831,0.14363750481384555,0.17766959691828443,0.20277496957499244,0.2220066885083387,0.23718543329912678,0.2492400079777467,0.2588356503814281,0.2668565617780067,0.2731771026636999
8,0.09396081720163538,0.14387867004888,0.1784043215589859,0.2039901734312043,0.22373457813377753,0.23931409748989663,0.25180439994256826,0.261931475738886,0.27037078469711334,0.2770520472908023
9,0.09377589909440064,0.14385761726440827,0.17871223178865567,0.20477769888599545,0.22488220745727563,0.2408620638725607,0.2537320259507806,0.2642153261142539,0.27282542702271356,0.28010274981559724
